pokemonNumber,pokemonName,imageUrl,classification,alternateFormName,originalPokemonId,legendaryType,pokemonHeight,pokemonWeight,primaryType,secondaryType,primaryAbility,primaryAbilityDescription,secondaryAbility,secondaryAbilityDescription,hiddenAbility,hiddenAbilityDescription,specialEventAbility,specialEventAbilityDescription,maleRatio,femaleRatio,baseHappiness,gameOfOrigin,regionOfOrigin,healthStat,attackStat,defenseStat,specialAttackStat,specialDefenseStat,speedStat,baseStatTotal,healthEV,attackEV,defenseEV,specialAttackEV,specialDefenseEV,speedEV,evYieldTotal,catchRate,experienceGrowth,experienceGrowthTotal,experienceYield,primaryEggGroup,secondaryEggGroup,eggCycleCount,preEvolutionPokemonId,evolutionDetails
670,Floette,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,Single Bloom Pokemon,,,,0.2,0.9,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,,,0,100,70,X / Y,Kalos,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,Medium Fast,1000000,130,Fairy,,20,1086,Level 19
671,Florges,https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,Garden Pokemon,,,,1.1,10,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,,,0,100,70,X / Y,Kalos,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,Medium Fast,1000000,248,Fairy,,20,1088,Shiny Stone
672,Skiddo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,Mount Pokemon,,,,0.9,31,Grass,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,,,50,50,70,X / Y,Kalos,66,65,48,62,57,52,350,1,0,0,0,0,0,1,200,Medium Fast,1000000,70,Field,,20,,
673,Gogoat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,Mount Pokemon,,,,1.7,91,Grass,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,,,50,50,70,X / Y,Kalos,123,100,62,97,81,68,531,2,0,0,0,0,0,2,45,Medium Fast,1000000,186,Field,,20,1090,Level 32
674,Pancham,https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,Playful Pokemon,,,,0.6,8,Fighting,,Iron Fist,Powers up punching moves.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,,,50,50,70,X / Y,Kalos,67,82,62,46,48,43,348,0,1,0,0,0,0,1,220,Medium Fast,1000000,70,Field,Human-Like,25,,
675,Pangoro,https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,Daunting Pokemon,,,,2.1,136,Fighting,Dark,Iron Fist,Powers up punching moves.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,,,50,50,70,X / Y,Kalos,95,124,78,69,71,58,495,0,2,0,0,0,0,2,65,Medium Fast,1000000,173,Field,Human-Like,25,1092,Level 32 With Dark-Type Pokemon In Party
676,Furfrou,https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,Poodle Pokemon,,,,1.2,28,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,,,50,50,70,X / Y,Kalos,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,165,Field,,20,,
677,Espurr,https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,Restraint Pokemon,,,,0.3,3.5,Psychic,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",,,50,50,70,X / Y,Kalos,62,48,54,63,60,68,355,0,0,0,0,0,1,1,190,Medium Fast,1000000,71,Field,,20,,
678,Meowstic,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,Constraint Pokemon,,,,0.6,8.5,Psychic,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Prankster,Gives priority to a status move.,,,100,0,70,X / Y,Kalos,74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,Medium Fast,1000000,163,Field,,20,1095,Level 25
678,Meowstic,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678_f2.png,Constraint Pokemon,Female,1096,,0.6,8.5,Psychic,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,,,0,100,70,X / Y,Kalos,74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,Medium Fast,1000000,163,Field,,20,1095,Level 25
679,Honedge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,Sword Pokemon,,,,0.8,2,Steel,Ghost,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,,,50,50,70,X / Y,Kalos,45,80,100,35,37,28,325,0,0,1,0,0,0,1,180,Medium Fast,1000000,65,Mineral,,20,,
680,Doublade,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,Sword Pokemon,,,,0.8,4.5,Steel,Ghost,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,,,50,50,70,X / Y,Kalos,59,110,150,45,49,35,448,0,0,2,0,0,0,2,90,Medium Fast,1000000,157,Mineral,,20,25,Level 35
681,Aegislash,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,Royal Sword Pokemon,,,,1.7,53,Steel,Ghost,Stance Change,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,,,,,,,50,50,70,X / Y,Kalos,60,50,140,50,140,60,500,0,0,2,0,1,0,3,45,Medium Fast,1000000,234,Mineral,,20,26,Dusk Stone
681,Aegislash,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681_f2.png,Royal Sword Pokemon,Blade,1098,,1.7,53,Steel,Ghost,Stance Change,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,,,,,,,50,50,70,X / Y,Kalos,60,140,50,140,50,60,500,0,2,0,1,0,0,3,45,Medium Fast,1000000,234,Mineral,,20,,
682,Spritzee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,Perfume Pokemon,,,,0.2,0.5,Fairy,,Healer,Sometimes heals an ally's status condition.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,,,50,50,70,X / Y,Kalos,78,52,60,63,65,23,341,1,0,0,0,0,0,1,200,Medium Fast,1000000,68,Fairy,,20,,
683,Aromatisse,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,Fragrance Pokemon,,,,0.8,15.5,Fairy,,Healer,Sometimes heals an ally's status condition.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,,,50,50,70,X / Y,Kalos,101,72,72,99,89,29,462,2,0,0,0,0,0,2,140,Medium Fast,1000000,162,Fairy,,20,1101,Sachet
684,Swirlix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,Cotton Candy Pokemon,,,,0.4,3.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,,,50,50,70,X / Y,Kalos,62,48,66,59,57,49,341,0,0,1,0,0,0,1,200,Medium Fast,1000000,68,Fairy,,20,,
685,Slurpuff,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,Meringue Pokemon,,,,0.8,5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,,,50,50,70,X / Y,Kalos,82,80,86,85,75,72,480,0,0,2,0,0,0,2,140,Medium Fast,1000000,168,Fairy,,20,1103,Whipped Dream
686,Inkay,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,Revolving Pokemon,,,,0.4,3.5,Dark,Psychic,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Contrary,Makes stat changes have an opposite effect.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",,,50,50,70,X / Y,Kalos,53,54,53,37,46,45,288,0,1,0,0,0,0,1,190,Medium Fast,1000000,58,Water 1,Water 2,20,,
687,Malamar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,Overturning Pokemon,,,,1.5,47,Dark,Psychic,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Contrary,Makes stat changes have an opposite effect.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",,,50,50,70,X / Y,Kalos,86,92,88,68,75,73,482,0,2,0,0,0,0,2,80,Medium Fast,1000000,169,Water 1,Water 2,20,1105,Level 30 With System Upside-Down
688,Binacle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,Two-Handed Pokemon,,,,0.5,31,Rock,Water,Tough Claws,Powers up moves that make direct contact. ,Sniper,Powers up moves if they become critical hits when attacking.,Pickpocket,Steals an item from an attacker that made direct contact.,,,50,50,70,X / Y,Kalos,42,52,67,39,56,50,306,0,1,0,0,0,0,1,120,Medium Fast,1000000,61,Water 3,,20,,
689,Barbaracle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,Collective Pokemon,,,,1.3,96,Rock,Water,Tough Claws,Powers up moves that make direct contact. ,Sniper,Powers up moves if they become critical hits when attacking.,Pickpocket,Steals an item from an attacker that made direct contact.,,,50,50,70,X / Y,Kalos,72,105,115,54,86,68,500,0,2,0,0,0,0,2,45,Medium Fast,1000000,175,Water 3,,20,1107,Level 39
690,Skrelp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,Mock Kelp Pokemon,,,,0.5,7.3,Poison,Water,Poison Point,Contact with the Pokémon may poison the attacker.,Poison Touch,May poison a target when the Pokémon makes contact.,Adaptability,Powers up moves of the same type as the Pokémon.,,,50,50,70,X / Y,Kalos,50,60,60,60,60,30,320,0,0,0,0,1,0,1,225,Medium Fast,1000000,64,Water 1,Dragon,20,,
691,Dragalge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,Mock Kelp Pokemon,,,,1.8,81.5,Poison,Dragon,Poison Point,Contact with the Pokémon may poison the attacker.,Poison Touch,May poison a target when the Pokémon makes contact.,Adaptability,Powers up moves of the same type as the Pokémon.,,,50,50,70,X / Y,Kalos,65,75,90,97,123,44,494,0,0,0,0,2,0,2,55,Medium Fast,1000000,173,Water 1,Dragon,20,1110,Level 48
692,Clauncher,https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,Water Gun Pokemon,,,,0.5,8.3,Water,,Mega Launcher,Powers up aura and pulse moves. ,,,,,,,50,50,70,X / Y,Kalos,50,53,62,58,63,44,330,0,0,0,1,0,0,1,225,Slow,1250000,66,Water 1,Water 3,15,,
693,Clawitzer,https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,Howitzer Pokemon,,,,1.3,35.3,Water,,Mega Launcher,Powers up aura and pulse moves. ,,,,,,,50,50,70,X / Y,Kalos,71,73,88,120,89,59,500,0,0,0,2,0,0,2,55,Slow,1250000,100,Water 1,Water 3,15,1112,Level 37
694,Helioptile,https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,Generator Pokemon,,,,0.5,6,Electric,Normal,Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",,,50,50,70,X / Y,Kalos,44,38,33,61,43,70,289,0,0,0,0,0,1,1,190,Medium Fast,1000000,58,Monster,Dragon,20,,
695,Heliolisk,https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,Generator Pokemon,,,,1,21,Electric,Normal,Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",,,50,50,70,X / Y,Kalos,62,55,52,109,94,109,481,0,0,0,1,0,1,2,75,Medium Fast,1000000,168,Monster,Dragon,20,1122,Sun Stone
696,Tyrunt,https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,Royal Heir Pokemon,,,,0.8,26,Rock,Dragon,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,87.5,12.5,70,X / Y,Kalos,58,89,77,45,45,48,362,0,1,0,0,0,0,1,45,Medium Fast,1000000,72,Monster,Dragon,30,,
697,Tyrantrum,https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,Despot Pokemon,,,,2.5,270,Rock,Dragon,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,,,Rock Head,Protects the Pokémon from recoil damage.,,,87.5,12.5,70,X / Y,Kalos,82,121,119,69,59,71,521,0,2,0,0,0,0,2,45,Medium Fast,1000000,182,Monster,Dragon,30,1124,Level 39 During The Day
698,Amaura,https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,Tundra Pokemon,,,,1.3,25.2,Rock,Ice,Refrigerate,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,,,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,,,87.5,12.5,70,X / Y,Kalos,77,59,50,67,63,46,362,1,0,0,0,0,0,1,45,Medium Fast,1000000,72,Monster,,30,,
699,Aurorus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,Tundra Pokemon,,,,2.7,225,Rock,Ice,Refrigerate,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,,,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,,,87.5,12.5,70,X / Y,Kalos,123,77,72,99,92,58,521,2,0,0,0,0,0,2,45,Medium Fast,1000000,104,Monster,,30,1126,Level 39 During The Night
700,Sylveon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,Interwining Pokemon,,,,1,23.5,Fairy,,Cute Charm,Contact with the Pokémon may cause infatuation.,,,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,,,87.5,12.5,70,X / Y,Kalos,95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,184,Field,,35,228,Knowing A Fairy Move With 2+ Levels Of Affection
701,Hawlucha,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,Wrestling Pokemon,,,,0.8,21.5,Fighting,Flying,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,,,50,50,70,X / Y,Kalos,78,92,75,74,63,118,500,0,2,0,0,0,0,2,100,Medium Fast,1000000,175,Flying,Human-Like,20,,
702,Dedenne,https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,Antenna Pokemon,,,,0.2,2.2,Electric,Fairy,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,,,50,50,70,X / Y,Kalos,67,58,57,81,67,101,431,0,0,0,0,0,2,2,180,Medium Fast,1000000,151,Field,Fairy,20,,
703,Carbink,https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,Jewel Pokemon,,,,0.3,5.7,Rock,Fairy,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,0,0,70,X / Y,Kalos,50,50,150,50,150,50,500,0,0,1,0,1,0,2,60,Slow,1250000,100,Fairy,Mineral,25,,
704,Goomy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png,Soft Tissue Pokemon,,,,0.3,2.8,Dragon,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Hydration,Heals status conditions if it's raining.,Gooey,Contact with the Pokémon lowers the attacker's Speed stat.,,,50,50,35,X / Y,Kalos,45,50,35,55,75,40,300,0,0,0,0,1,0,1,45,Slow,1250000,60,Dragon,,40,,
705,Sliggoo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png,Soft Tissue Pokemon,,,,0.8,17.5,Dragon,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Hydration,Heals status conditions if it's raining.,Gooey,Contact with the Pokémon lowers the attacker's Speed stat.,,,50,50,35,X / Y,Kalos,68,75,53,83,113,60,452,0,0,0,0,2,0,2,45,Slow,1250000,158,Dragon,,40,1133,Level 40
706,Goodra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png,Dragon Pokemon,,,,2,150.5,Dragon,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Hydration,Heals status conditions if it's raining.,Gooey,Contact with the Pokémon lowers the attacker's Speed stat.,,,50,50,35,X / Y,Kalos,90,100,70,110,150,80,600,0,0,0,0,3,0,3,45,Slow,1250000,270,Dragon,,40,1134,Level 50 When Raining Or Foggy Outside Battle
707,Klefki,https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png,Key Ring Pokemon,,,,0.2,3,Steel,Fairy,Prankster,Gives priority to a status move.,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,,,50,50,70,X / Y,Kalos,57,80,91,80,87,75,470,0,0,1,0,0,0,1,75,Fast,800000,165,Mineral,,20,,
708,Phantump,https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png,Stump Pokemon,,,,0.4,7,Ghost,Grass,Natural Cure,All status conditions heal when the Pokémon switches out.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Harvest,May create another Berry after one is used.,,,50,50,70,X / Y,Kalos,43,70,48,50,60,38,309,0,1,0,0,0,0,1,120,Medium Fast,1000000,62,Grass,Amorphous,20,,
709,Trevenant,https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png,Elder Tree Pokemon,,,,1.5,71,Ghost,Grass,Natural Cure,All status conditions heal when the Pokémon switches out.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Harvest,May create another Berry after one is used.,,,50,50,70,X / Y,Kalos,85,110,76,65,82,56,474,0,2,0,0,0,0,2,60,Medium Fast,1000000,166,Grass,Amorphous,20,1137,
710,Pumpkaboo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,Pumpkin Pokemon,,,,0.4,5,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,49,66,70,44,55,51,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,67,Amorphous,,20,,
710,Pumpkaboo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,Pumpkin Pokemon,Small,1140,,0.3,3.5,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,44,66,70,44,55,56,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,67,Amorphous,,20,,
710,Pumpkaboo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,Pumpkin Pokemon,Large,1140,,0.5,7.5,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,54,66,70,44,55,46,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,67,Amorphous,,20,,
710,Pumpkaboo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,Pumpkin Pokemon,Super,1140,,0.8,15,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,59,66,70,44,55,41,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,67,Amorphous,,20,,
711,Gourgeist,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,Pumpkin Pokemon,,,,0.9,12.5,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,65,90,122,58,75,84,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,173,Amorphous,,20,1140,
711,Gourgeist,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,Pumpkin Pokemon,Small,1141,,0.7,9.5,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,55,85,122,58,75,99,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,173,Amorphous,,20,1571,
711,Gourgeist,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,Pumpkin Pokemon,Large,1141,,1.1,14,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,75,95,122,58,75,69,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,173,Amorphous,,20,1572,
711,Gourgeist,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,Pumpkin Pokemon,Super,1141,,1.7,39,Ghost,Grass,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,X / Y,Kalos,85,100,122,58,75,54,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,173,Amorphous,,20,1573,
712,Bergmite,https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png,Ice Chunk Pokemon,,,,1,99.5,Ice,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,50,50,70,X / Y,Kalos,55,69,85,32,35,28,304,0,0,1,0,0,0,1,190,Medium Fast,1000000,61,Monster,Mineral,20,,
713,Avalugg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png,Iceberg Pokemon,,,,2,505,Ice,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,50,50,70,X / Y,Kalos,95,117,184,44,46,28,514,0,0,2,0,0,0,2,55,Medium Fast,1000000,180,Monster,Mineral,20,1142,Level 37
714,Noibat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png,Sound Wave Pokemon,,,,0.5,8,Flying,Dragon,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Telepathy,Anticipates an ally's attack and dodges it.,,,50,50,70,X / Y,Kalos,40,30,35,45,40,55,245,0,0,0,0,0,1,1,190,Medium Fast,1000000,49,Flying,Dragon,20,,
715,Noivern,https://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png,Sound Wave Pokemon,,,,1.5,85,Flying,Dragon,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Telepathy,Anticipates an ally's attack and dodges it.,,,50,50,70,X / Y,Kalos,85,70,80,97,80,123,535,0,0,0,0,0,2,2,45,Medium Fast,1000000,187,Flying,Dragon,20,1144,Level 48
716,Xerneas,https://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png,Life Pokemon,,,Legendary,3,215,Fairy,,Fairy Aura,Powers up each Pokémon's Fairy-type moves.,,,,,,,0,0,0,X / Y,Kalos,126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,Slow,1250000,306,Undiscovered,,120,,
717,Yveltal,https://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png,Destruction Pokemon,,,Legendary,5.8,203,Dark,Flying,Dark Aura,Powers up each Pokémon's Dark-type moves.,,,,,,,0,0,0,X / Y,Kalos,126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,Slow,1250000,306,Undiscovered,,120,,
718,Zygarde,https://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png,Order Pokemon,,,Legendary,5,305,Dragon,Ground,Aura Break,"The effects of ""Aura"" Abilities are reversed to lower the power of affected moves.",Power Construct,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.,,,,,0,0,0,X / Y,Kalos,108,100,121,81,95,95,600,3,0,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,,120,,
718,Zygarde,https://assets.pokemon.com/assets/cms2/img/pokedex/full/718_f2.png,Order Pokemon,10%,1148,,1.2,33.5,Dragon,Ground,Aura Break,"The effects of ""Aura"" Abilities are reversed to lower the power of affected moves.",Power Construct,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.,,,,,0,0,0,Sun / Moon,Alola,54,100,71,61,85,115,486,3,0,0,0,0,0,3,3,Slow,1250000,219,Undiscovered,,120,,
718,Zygarde,https://assets.pokemon.com/assets/cms2/img/pokedex/full/718_f3.png,Order Pokemon,Complete,1148,,4.5,610,Dragon,Ground,Power Construct,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.,,,,,,,0,0,0,Sun / Moon,Alola,216,100,121,91,95,85,708,3,0,0,0,0,0,3,3,Slow,1250000,319,Undiscovered,,120,,
719,Diancie,https://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png,Jewel Pokemon,,,Mythical,0.7,8.8,Rock,Fairy,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,,,,,0,0,70,X / Y,Kalos,50,100,150,100,150,50,600,0,0,1,0,2,0,3,3,Slow,1250000,270,Undiscovered,,25,,
